ticker,lag0,lag1,lag2,lag3,beat0,beat1,beat2,beat3
EBAY,,1.1125331469352808,1.1345363648209545,0.698400390539345,0,1,1,0
ECL,1.0687187512901388,1.002673182568986,0.9420026759813211,1.0143907421345673,1,0,0,1
EIX,1.0215232269094685,0.9838147784141346,0.9283427804381748,1.0679426317091112,0,0,0,1
EW,,1.2835536028477383,0.9240164285993964,0.7130296669860594,0,1,0,0
EA,,1.1101484902574472,0.9111239779171825,1.0480932213048613,0,1,0,1
LLY,,1.2134614873397247,1.1031363974632906,0.7191040697132343,0,1,1,0
EMR,,1.056688945776203,1.0916338101455871,0.8408926375867511,0,0,1,1
ENPH,0.96789917877217,1.0909887537336402,0.9253395831667207,0.9973274120367178,0,1,0,1
ETR,,1.1075524318590333,0.9653917822377477,0.898779977099449,0,1,0,1
EOG,,1.1884718870960702,1.3041750417085773,0.6950092251453336,0,1,1,0
EFX,,1.358632801224645,0.8941014533946443,0.7172205690461793,0,1,0,0
EQIX,1.0500037442063384,1.2657828749186537,0.933850590688533,0.787850060480468,0,1,0,0
EQR,1.0433353737893898,1.0837563973856545,1.2518454780785555,0.7198493246902353,0,1,1,0
ESS,1.069062885589455,1.087346356783294,1.1899013576223814,0.7345772118952038,1,1,1,0
EL,,1.0467982518655332,1.1481936287889967,0.7788168724005011,0,0,1,0
ETSY,1.3213274858698343,0.8096988393750036,1.178346405572599,0.7833289558485337,1,0,1,0
RE,1.03352619812562,0.9802835387421133,1.0866590136748515,0.8957417267765507,0,0,1,1
EVRG,1.0089231653318718,1.1090449071649766,1.083386681124539,0.8294124343925516,0,1,1,1
ES,1.0334076390128324,1.0235462685227292,0.9527398852645241,1.0108914411385364,0,0,0,1
EXC,,1.0869399716227621,1.009251385137815,0.8410089897096515,0,1,0,1
EXPE,,0.9176990894267143,1.434920659140935,0.8274231744814687,0,0,1,1
EXPD,,1.1850797825709656,1.1510040496716865,0.7250040369695778,0,1,1,0
EXR,1.1413903265167826,1.2292078660462111,1.19238000672702,0.6071509084998766,1,1,1,0
XOM,,1.1070774191397805,1.3423505351408707,0.7449538076536409,0,1,1,0
FFIV,,0.9380897982318576,1.147464851242326,0.8532114649011681,0,0,1,1
FB,1.1086148605755453,1.2077740853598429,1.0111413807302556,0.7555110409923066,1,1,0,0
FAST,,1.0647081195655808,0.9590256968365161,0.9253967364457595,0,0,0,1
FRT,,1.1680745942994555,1.1283707241066863,0.7581585596624393,0,1,1,0
FDX,,1.0913058315099908,0.924603075070857,1.1107763448474355,0,1,0,1
FIS,0.8622563583451447,1.0198232509536644,0.9911462989156008,1.1628493077772157,0,0,0,1
FITB,,0.9820095207769779,1.4544096039327061,0.659053673609663,0,0,1,0
FRC,1.1089196771174523,1.0635991112252863,1.2744030588045936,0.6682230825272137,1,0,1,0
FE,,1.100560035688626,1.1163031926445375,0.8273310963053727,0,1,1,1
FISV,0.9954149474002061,0.8908585882635097,1.06740498200526,1.0557908065306547,0,0,1,1
FLT,0.9938403227483364,0.9249815792227586,1.0304051027637464,1.0685409420553609,0,0,0,1
FMC,0.8287830667077687,1.0763371578716636,0.9615717745796282,1.1925124856292635,0,1,0,1
F,,1.1825460951502798,1.3650273542988827,0.675276715109333,0,1,1,0
FTNT,1.2830618745903684,1.3693516645711474,1.3128507657638262,0.4401482908362279,1,1,1,0
FTV,1.0687785369940093,1.0209522292404143,0.9828615966815637,0.9512696271529257,1,0,0,1
FBHS,,1.0524625693195226,1.075897126402997,0.8944527417185438,0,0,1,1
FOXA,1.0113932997843338,0.8663712083496001,1.5085466266916587,0.7488910975221158,0,0,1,0
FOX,,0.8772276556476686,1.440394506337672,0.7990847225823784,0,0,1,0
BEN,,1.1035138254006802,1.211484572943262,0.7631076645036452,0,1,1,0
FCX,,0.994588778185768,1.457613041100616,0.7320748756414434,0,0,1,0
GPS,0.7500697291364453,1.0570639220612037,1.4925083584777072,0.8398403686297787,0,0,1,1
GRMN,,1.1291800427668612,1.0575721717455215,0.7059173013016132,0,1,0,0
IT,,1.2772801055231482,1.1602560606816552,0.508523199132885,0,1,1,0
GNRC,1.1629809715726032,1.2344931358810713,1.36791443762997,0.5154355049770515,1,1,1,0
GD,1.0449685682792278,1.053874305072563,1.1677953328682529,0.7766167028377344,0,0,1,0
GE,,0.9811320510086136,1.1945967453053383,0.11031327332383412,0,0,1,0
GIS,,1.0285782732923108,1.0235953405558245,0.976628957360074,0,0,0,1
GM,0.8575232837481964,1.0136662960525575,1.4227076494203463,0.8116111116561032,0,0,1,0
GPC,,1.066502787647574,1.2092681081481074,0.7757979221031314,0,0,1,0
GILD,,1.0599443877652603,1.0905157600998474,0.8121005648159729,0,0,1,0
GPN,0.8497515599699831,0.9391580226140149,1.0662799085018968,1.1893784965115637,0,0,1,1
GL,,0.9827162517009981,1.0696119134616353,1.0387482551599025,0,0,1,1
GS,1.1026487080338887,1.0423014299387485,1.4411044055210591,0.6118246379750285,1,0,1,0
HAL,,1.0268665686389116,1.10679835860339,0.9840145933338966,0,0,1,1
HBI,,0.9192804412701523,1.4535017537190296,0.7267186014275802,0,0,1,0
HAS,,0.9680163105983022,1.0431159992193035,0.926252861903029,0,0,0,1
HCA,,1.104555712828358,1.173077273549156,0.6180632483140671,0,1,1,0
PEAK,1.042042459673805,1.0741309525933456,1.081854790851891,0.8367292058761666,0,1,1,1
HSIC,1.021906379602209,1.1329590733548958,0.9818682919098762,0.8898928792450139,0,1,0,1
HES,0.8456567729078857,1.275540394977165,1.1978062509348946,0.7828679979928724,0,1,1,0
HPE,0.9337449137523375,0.9540090454862094,1.2906549169884527,0.8768403186750191,0,0,1,1
HLT,1.0457858563569435,1.0047755370665064,1.1969133840961468,0.8000152111082025,0,0,1,0
HOLX,,0.8878530776954661,0.9377483847914942,0.9725621882161771,0,0,0,1
HD,,1.0761034878333358,1.0632674277366199,0.7852410644922124,0,1,1,0
HON,1.0195837529072693,1.010175892448542,1.0084128999338224,0.9679241391885905,0,0,0,1
HRL,0.8704155509524771,1.006256306052078,1.0257799210055472,1.1088013017540799,0,0,0,1
HST,0.9219101433018949,0.9894385471664846,1.239834561498453,0.8923739252542222,0,0,1,1
HWM,0.9247647276037498,1.0711586926360979,1.178916122338908,0.8687463475565904,0,1,1,1
HPQ,,0.9509351042805285,1.2866311828784187,0.8401833425071656,0,0,1,1
HUM,0.9320629584156074,1.0537024941337665,1.04089798064633,0.9575245222381532,0,0,0,1
HBAN,1.1242751392229249,0.8355791988913441,1.3267583236931995,0.8076873295466614,1,0,1,0
HII,,1.072101572200556,1.1340954130827656,0.8877534898443641,0,1,1,1
IBM,,1.1319916339937672,1.0465970344966904,0.8984507414611766,0,1,0,1
IEX,,1.073685954869556,1.0229232305656222,0.9037100746623334,0,1,0,1
IDXX,1.0980635531329612,1.2471360676298808,1.0419606205354766,0.7026642728924719,1,1,0,0
INFO,1.1193428368846488,1.162631750898767,1.0751092115039798,0.7267665889813446,1,1,1,0
ITW,0.9816678385963359,1.0108990084992038,1.0948384755731244,0.9287155370575692,0,0,1,1
ILMN,,1.112808239171775,1.1604276788258097,0.788841384787048,0,1,1,0
INCY,0.9026825862482751,1.0623641821523062,0.9070360849062236,1.1352809457598125,0,0,0,1
IR,,0.9246079639433661,1.1112601327899918,0.8243093729361205,0,0,1,0
INTC,,0.9027487673277255,1.265380707348499,0.9225210073753862,0,0,1,1
ICE,1.0459569328629732,1.0242876898261846,1.0088254014477078,0.934895788431504,0,0,0,1
IFF,,1.0650612125908896,1.2498498869390995,0.8059118466135725,0,0,1,0
IP,0.968946432476242,1.126111399425555,1.1086113438099936,0.8450872965859807,0,1,1,1
IPG,,1.101769990940783,1.2393708749602939,0.6373080056971918,0,1,1,0
INTU,,1.271256903100748,1.0392295706173935,0.638814711010445,0,1,0,0
ISRG,1.168359677693882,1.2655293720994838,0.9099923437011057,0.7408774723689221,1,1,0,0
IVZ,,1.0892945758028008,1.4385229737124678,0.657130141485305,0,1,1,0
IPGP,0.8212731561925259,0.9919821498662412,0.9853676554194416,1.284204804324383,0,0,0,1
IQV,,1.3206434479987015,1.0816610716887864,0.672648567085755,0,1,1,0
IRM,,1.2897866436131338,1.239993795961712,0.634593007498726,0,1,1,0
JBHT,,0.9803475507945869,1.1933656009209879,0.8036467347982326,0,0,1,0
JKHY,1.0494845347293456,1.1029049012880756,0.9386183988644773,0.9316238775282316,0,1,0,1
J,,1.0753515613413969,1.1787264847192296,0.807370035853186,0,1,1,0
SJM,0.9252464662072546,1.08526746677037,1.1009238111049127,0.9023033700338224,0,1,1,1
JNJ,1.0059423656585278,1.0360241348623211,1.0723958865551293,0.8973029314657626,0,0,1,1
JCI,,1.0764082444866707,1.343750829835559,0.6085896410430556,0,1,1,0
JPM,1.0477135753549638,0.968308349668041,1.3196919755657348,0.7488571390969134,0,0,1,0
JNPR,1.017724725821242,1.1095390631934545,1.1401981090498026,0.7808640289424778,0,1,1,0
KSU,,1.2854074316802386,1.1650654874867652,0.68957035943012,0,1,1,0
K,0.9937843099468343,1.0738274511874188,0.9999152455454423,0.9368573989250788,0,1,0,1
KEY,1.027628097720399,0.9977974888039483,1.3328293889578784,0.736305655003818,0,0,1,0
KEYS,,1.0981618095846737,1.1023749450614961,0.6952381226727552,0,1,1,0
KMB,1.0535376432803385,0.9911196712987945,0.983408164681371,0.9793206034525185,0,0,0,1
KIM,,1.0963067321309388,1.2639114723849285,0.6911220909529586,0,1,1,0
KMI,0.8960943374095562,1.1800714489600985,1.0864793669141077,0.8813023844905309,0,1,1,1
KLAC,,1.1061461688006176,1.1092635546057883,0.7017371112930636,0,1,1,0
KHC,0.8940038807477393,1.0710740150018319,1.145885608291797,0.9111314329704449,0,1,1,1
KR,1.04825362242411,1.1350095697950948,1.1182039138462578,0.7503603882717157,0,1,1,0
LHX,,1.1269489604251264,1.0488789584540854,0.8344162848025525,0,1,0,1
LH,,1.084399619131252,1.1660105345485094,0.6953333875079741,0,1,1,0
LRCX,0.9625964353134985,1.1889788001497261,1.0911493579761637,0.8097842972728315,0,1,1,0
LW,0.7807512669575132,0.9981028088672425,1.042797389448428,1.2365823583664297,0,0,0,1
LVS,0.6930181174870403,0.8358808429156233,1.1192327257393457,1.5161121746913564,0,0,1,1
LEG,,1.0434267832342368,1.1659580546121757,0.8823338608843702,0,0,1,1
LDOS,,1.0951235000906125,0.9286513945469527,1.1342013940826279,0,1,0,1
LEN,,1.0025156160683153,1.2849470430343986,0.7236463474273241,0,0,1,0
LNC,,0.9746984556342012,1.2902807325585357,0.7295549117022417,0,0,1,0
LIN,1.093652956869862,1.0759643596972777,1.0691094100652798,0.8045401555950503,1,1,1,0
LYV,,0.971214031210986,1.2011753668042398,0.8426810621438466,0,0,1,1
LKQ,1.104907001421959,1.0844036796781096,1.170469757694526,0.7316833649901006,1,1,1,0
LMT,0.8983289721150693,1.0754281635427694,1.010147456342339,1.0262666141482952,0,1,0,1
L,0.9862473309345258,1.0313777298240896,1.1939406379437523,0.832247471792945,0,0,1,1
LOW,1.120467880666205,1.0716024854501895,1.0744168062894703,0.7731252449998138,1,1,1,0
LUMN,0.9147272585594909,1.0368664791945097,1.3547615878089563,0.7662276644714223,0,0,1,0
LYB,0.9268707434308925,0.956627793993642,1.2266010361686688,0.9366255225803994,0,0,1,1
MTB,0.9336326904335194,0.9620667655465452,1.235421135190466,0.9009016274599181,0,0,1,1
MRO,,1.2108828376595082,1.5507726202323633,0.5695825815200806,0,1,1,0
MPC,0.9792166183622512,1.164431254070882,1.2654327455234387,0.6958818509330907,0,1,1,0
MKTX,0.9286880853158178,0.9209504913993292,0.9064836987674759,1.2947390560812793,0,0,0,1
MAR,1.0212286473527845,0.9189837284079818,1.183568522274777,0.9059069224431454,0,0,1,1
MMC,,1.1511179679603691,1.0272782447800872,0.7398904770880712,0,1,0,0
MLM,,0.991901097401167,1.2768865168971053,0.7740077825030718,0,0,1,0
MAS,,1.039370861141151,1.045574148281782,0.9469667757395916,0,0,0,1
MA,0.9439896875494179,1.001978251568686,1.1013494291646306,0.9691021983882726,0,0,1,1
MKC,0.9875203458356778,1.0179946706275191,0.9439973894473235,1.051795870398806,0,0,0,1
MCD,1.045593321484727,1.0550548201249041,1.0438027946282233,0.8710263925005467,0,0,0,1
MCK,,1.0096827814255818,1.0888427794911468,0.8273189099400196,0,0,1,1
MDT,,1.0589868816798589,1.0394593397218002,0.8725999318354465,0,0,0,1
MRK,,1.0564609679348098,0.9685501424415892,1.0529614940159597,0,0,0,1
MET,,0.9825730655974891,1.3482018520685286,0.7310784344265172,0,0,1,0
MTD,1.1363545998569118,1.24335402508394,0.9574732903480474,0.7437062311410506,1,1,0,0
MGM,0.9983785697884477,1.047147835822243,1.2845620871536945,0.7403297334615796,0,0,1,0
MCHP,1.0890478003929693,1.035488831614486,1.0332487255420044,0.8689360049631317,1,0,0,1
MU,,0.8977955874374739,1.2278878717869586,0.9845221873668322,0,0,1,1
MSFT,1.1721131169050947,1.1334190575730962,1.0799579343927725,0.7094358008332875,1,1,1,0
MAA,1.133144384280663,1.1680188574599064,1.1948096509904036,0.6454159863572684,1,1,1,0
MRNA,,1.4312879373054292,0.9608749187673153,0.34233229949904476,0,1,0,0
MHK,1.0059821123315045,1.0028906395508799,1.366855575799747,0.7377625892977332,0,0,1,0
TAP,0.8321470326581517,1.1422176337613985,1.0677819707695964,0.9977776472895867,0,1,1,1
MDLZ,0.9655666444185621,1.0969175599283856,1.0134686763619878,0.9280923915441919,0,1,0,1
MPWR,,1.0623911898750247,1.0141070653521467,0.663242517283143,0,0,0,0
