ticker,lag0,lag1,lag2,lag3,beat0,beat1,beat2,beat3
MNST,,1.0528890084476976,0.9925490669624485,0.9359679036593846,0,0,0,1
MCO,,1.2378974956561037,1.0391773438350695,0.7453487911739864,0,1,0,0
MS,1.1741793542084715,1.051745290535115,1.3193370301129717,0.6181040021066877,1,0,1,0
MSI,1.1524742694712773,1.1663502288365644,1.0839392974095174,0.7004978355103555,1,1,1,0
MSCI,,1.2484550545469808,0.9583524327440297,0.6573990552800701,0,1,0,0
NDAQ,1.0899565402838924,1.2444177194827195,1.1425328203080571,0.6537548883102484,1,1,1,0
NTAP,1.1479892938715064,1.1663249141333023,1.1305860344518597,0.6822512366933776,1,1,1,0
NFLX,,0.9872223853526267,0.9711608374561241,0.8819547820971819,0,0,0,1
NWL,,1.0082084294470055,1.3270139751154886,0.7920234232565077,0,0,1,0
NEM,0.8788768824705014,1.030309809708068,1.0648502271533715,1.0410319660847032,0,0,1,1
NWSA,0.8852222468769539,0.9392264846344892,1.5065994574722186,0.8026109255488022,0,0,1,0
NWS,0.9133528631321136,0.9603174989426182,1.4041262312151863,0.8220597294180576,0,0,1,0
NEE,1.131460666190037,1.0540450605504463,0.9545216457342129,0.9038406581689191,1,0,0,1
NLSN,0.808876486654045,0.9586595901115414,1.3280487784598323,0.975416861591847,0,0,1,1
NKE,1.2244808584060998,0.9022850484469807,1.0292062879733432,0.8860653657968416,1,0,0,1
NI,,1.1075199656435648,1.025846736870058,0.9397520732593301,0,1,0,1
NSC,0.9331142488721399,1.0181467840935674,1.1493991678770383,0.9230598921130899,0,0,1,1
NTRS,,1.0878148116106785,1.1548935862853233,0.8278356563500608,0,1,1,1
NOC,0.9524362078178238,1.1756816623240156,1.0601318131267325,0.8409975233221082,0,1,1,1
NLOK,0.9464406025608936,1.305077078501867,1.0675254988130407,0.7651791055270122,0,1,1,0
NCLH,,1.0697754230459626,1.1478985547636336,0.9855411943326627,0,1,1,1
NOV,0.8615096586441024,1.0580858805460884,1.0737065901600409,1.0537714185880165,0,0,1,1
NRG,1.1288752600064293,1.064190238740552,1.0929186258786387,0.778286776744127,1,0,1,0
NUE,1.1578964345740632,1.3599771051566674,1.254229406679044,0.5301137419150893,1,1,1,0
NVDA,1.19234737435623,1.4668127273136309,0.9525759460569038,0.6096107796446918,1,1,0,0
NVR,,1.0623494014818327,1.0985962975543477,0.7937697089498228,0,0,1,0
NXPI,,1.0019990964962222,1.2444390386234192,0.7602122832631284,0,0,1,0
ORLY,1.1289951067638389,1.114811867336824,1.073706259671381,0.7492908306632448,1,1,1,0
OXY,,1.0604684783609815,1.3421847638106568,0.735951729778972,0,0,1,0
ODFL,1.170586822719223,1.083780508926157,1.1615327291361963,0.6829495395285616,1,1,1,0
OMC,0.9069537655102466,1.0550551468757408,1.2241979934924176,0.8561188916302334,0,0,1,1
OKE,,1.1446196871000778,1.1932830074519574,0.7062476266179447,0,1,1,0
ORCL,1.12908519672349,1.167149801429999,1.083016202159743,0.7076421558713839,1,1,1,0
OGN,1.081993059947129,,,,1,0,0,0
OTIS,1.0989750073982405,1.1844470649408323,1.0560687630837795,0.7546608450429707,1,1,0,0
PCAR,0.9241662976185405,0.9451144929321579,1.1022030618741483,1.0500690340896865,0,0,1,1
PKG,1.0811131695516656,1.0056475894052548,1.0131639688559675,0.9251445078261614,1,0,0,1
PH,,0.9083754324859675,1.1459738824137586,0.9494563429834929,0,0,1,1
PAYX,1.0553431914076297,1.0785229787419532,1.0474908197273232,0.8432878300284781,0,1,0,1
PAYC,1.3830703012912482,0.9538537715471518,0.8590641801979445,0.8816883141532174,1,0,0,1
PYPL,1.0174751577617647,1.1665197813834969,1.07585738761551,0.801910722444092,0,1,1,0
PENN,0.9992119064658044,0.6800964408882103,1.3472139532440859,1.113956300004296,0,0,1,1
PNR,,1.059482657457965,1.1712366397641734,0.6816694240057464,0,0,1,0
PBCT,,0.9729563596098472,1.3906317145895466,0.7930738124850133,0,0,1,0
PEP,,1.1288392033300814,0.9227618949977858,0.9250730418102489,0,1,0,1
PKI,1.2422715833027895,1.1833827889593922,0.8720289121285939,0.7730300655747201,1,1,0,0
PRGO,0.9337974968058862,1.146973023706261,0.8691840827963928,1.0825049417867976,0,1,0,1
PFE,1.1365950538923908,1.1145936673044592,0.9341031671518352,0.8562180696188779,1,1,0,1
PM,1.0407831912174155,1.1190689202568278,1.0899249982198944,0.7952477545866622,0,1,1,0
PSX,0.7684533032821524,1.076395396585893,1.2057911422945036,0.9986767009812243,0,1,1,1
PNW,,1.0736184387114376,1.0052582006225739,1.051419039483822,0,1,0,1
PXD,,0.9763119250799517,1.385292445945419,0.7313680278970105,0,0,1,0
PNC,,1.0209467241293206,1.2654552847102558,0.742547185576422,0,0,1,0
POOL,1.0800380656808057,1.298228526395014,0.967492320785192,0.7477248443556851,1,1,0,0
PPG,,1.1460264359802979,1.043536966585543,0.9718254175811731,0,1,0,1
PPL,1.0315365890069899,0.9773214495395033,1.078829380502307,0.932908414014357,0,0,1,1
PFG,1.0736533997677171,1.0297884385518303,1.2653460814893314,0.7211525536926221,1,0,1,0
PG,1.0822923979342414,1.0477642864570038,0.9475031925755908,0.9292200003678854,1,0,0,1
PGR,,1.0175434276644466,0.9800646827408505,0.9934070531161063,0,0,0,1
PLD,,1.206790184643185,1.0381142062764426,0.7522086308382812,0,1,0,0
PRU,1.0409845452500894,1.0926263019313116,1.2137957858691428,0.7276340163000085,0,1,1,0
PTC,0.9346838162404104,1.056994454559847,1.113809692066808,0.9261816113127677,0,0,1,1
PEG,1.031239006494678,1.0536740879866506,1.022414679110715,0.9103118519643596,0,0,0,1
PSA,1.0802958406126135,1.2299180232314886,1.0837536688642584,0.7086430853364827,1,1,1,0
PHM,0.897617275659492,1.1161663595017688,1.1407056883289826,0.8649224621988907,0,1,1,1
PVH,,0.9984819387116414,1.1033183593918463,0.8686124373833661,0,0,1,1
QRVO,0.9943748730923674,1.0298159924205208,1.1110550642225774,0.9040501595470446,0,0,1,1
QCOM,1.0272961959430202,1.0484830139457646,0.8787297900897063,1.09450352402631,0,0,0,1
PWR,1.341908759856229,1.0162997986340447,1.2403586435733787,0.5834261612857379,1,0,1,0
DGX,,1.03575722291775,1.0025859391006184,0.7932762444115439,0,0,0,0
RL,,0.9556661807445009,1.2183428742714344,0.884218269524558,0,0,1,1
RJF,,1.0618738178223353,1.2924652791204272,0.6920602262810632,0,0,1,0
RTX,0.9700940772007739,1.1246423749975605,1.1038793604994501,0.8366017712198999,0,1,1,1
O,,1.0908325742764264,1.0355042363658125,0.8835143191492504,0,1,0,1
REG,1.07792087973467,1.138612003417805,1.2116805946417826,0.6817849902295497,1,1,1,0
REGN,,1.1292028693775888,0.9652086956386839,0.7544179984985584,0,1,0,0
RF,1.0095346961149234,0.9297772894508018,1.4056989024101667,0.7582745314323457,0,0,1,0
RSG,1.146497423401167,1.1278082432206646,1.0098898316253435,0.7695883959037618,1,1,0,0
RMD,1.1919195937718996,1.3017587543513436,0.8888179558838376,0.7257029074675481,1,1,0,0
RHI,1.1763913777493766,1.1384812561158149,1.2290386648431513,0.6188762141653988,1,1,1,0
ROK,1.1737814617092164,1.0452371194413965,1.0575325759547711,0.7842407631794704,1,0,0,0
ROL,1.1306292776392803,1.0130980557638758,0.8497580719682517,1.0414923827252756,1,0,0,1
ROP,,1.135233970522078,0.9432910528574996,0.90923902768307,0,1,0,1
ROST,0.9636100439611379,0.9621881842705078,1.091669979106151,0.9796170299637108,0,0,1,1
RCL,0.9552134870666714,0.9773781255835741,1.1939230252335646,0.8837570383417362,0,0,1,1
SPGI,,1.150704640516722,1.0785168184700524,0.7209985089850892,0,1,1,0
CRM,1.0651720048812146,1.1668416920998033,0.9515330526242831,0.8450082329405004,0,1,0,1
SBAC,1.1060505511102736,1.2049242306347343,0.9711205829866945,0.7786471965620959,1,1,0,0
SLB,0.8927665442597307,1.1963328166142195,1.1918955354950915,0.800807918131286,0,1,1,0
STX,,1.2221846735480473,1.1312331354127563,0.7671651587208382,0,1,1,0
SEE,1.0109491610571821,1.2551326174933082,1.0326674516223604,0.7845976667231832,0,1,0,0
SRE,0.9690692519532735,1.0939292434723464,0.997842929683151,0.9576849473161098,0,1,0,1
NOW,1.2374621896200193,1.1377580178198359,0.8839546216382809,0.8100701675042441,1,1,0,0
SHW,1.1089600687711751,1.1396117820593885,0.9855121334837856,0.814605810620209,1,1,0,0
SPG,1.0541001152887393,1.1137262735940834,1.3222930777831587,0.6510572409734333,0,1,1,0
SWKS,,0.9902270795415339,1.2106302329865986,0.8208414727039096,0,0,1,0
SNA,,0.9586618833153476,1.2973125981381897,0.8053016432486647,0,0,1,0
SO,1.0425137496573915,1.0594792841445888,1.002914294910616,0.9201907515179688,0,0,0,1
LUV,0.8839301637869146,0.9118805537758712,1.3127962307305188,0.9458026983930083,0,0,1,1
SWK,0.9645933658115254,0.9940413606822397,1.1227687933630306,0.9362644070157328,0,0,1,1
SBUX,,1.0391487812833917,1.03741766782532,0.9110945829618761,0,0,0,1
STT,1.0582772233404956,0.9769120252896167,1.1960794917649364,0.8299569679479978,0,0,1,1
STE,1.077727854148428,1.073226906644913,0.99568046432235,0.8696513186803364,1,1,0,1
SYK,1.066383007311693,1.127208545116182,0.9889150818673824,0.8507368738254678,0,1,0,1
SIVB,1.1156441504264,0.990735402254602,1.5410973170675444,0.5851804982263198,1,0,1,0
SYF,1.0295242945578216,1.1572071350999182,1.2683444124140952,0.6651976984239173,0,1,1,0
SNPS,1.2649165963406532,1.1660144041519689,0.9367635916777307,0.7456533732309831,1,1,0,0
SYY,,0.9701947016502719,1.067009406500952,0.9595201893702244,0,0,1,1
TMUS,0.8802322044954926,1.1724441009897018,0.960846182016226,1.015625,0,1,0,1
TROW,,1.1289372355106024,1.1540450034464473,0.6830520523325523,0,1,1,0
TTWO,,1.019614871159867,0.8588598040150757,1.2837926430624629,0,0,0,1
TPR,0.9697467826122989,0.931216892265302,1.526245066572973,0.7311159273235991,0,0,1,0
TGT,,1.2915265540896907,1.051573945975882,0.6878251044723216,0,1,0,0
TEL,,1.018472074909101,1.1226344401959794,0.8223875039524061,0,0,1,0
TDY,,1.0829794931343402,1.0154112270779416,0.9154673531144554,0,1,0,1
TFX,,0.991313617964183,1.0371399194190944,1.0157275106499277,0,0,0,1
TER,,1.1541475838936481,0.93366593444937,0.9910118375385957,0,1,0,1
TSLA,1.2276841067258053,0.944025967509029,1.0314409366672423,0.8337832073396807,1,0,0,1
TXN,,1.0821617886038577,1.080288770234435,0.8133761849373009,0,1,1,0
TXT,1.0463234734771178,1.1857092625515355,1.1521221640655042,0.7013493196231574,0,1,1,0
COO,,1.008184221117553,1.1061747072516874,0.7842378598440751,0,0,1,0
HIG,,0.9273126410077969,1.4997333057320814,0.6463984452530599,0,0,1,0
HSY,1.0169191014803154,1.1169571897490596,1.04442418248385,0.8453060246894815,0,1,0,1
MOS,,0.9083255775471621,1.4510468054680452,0.6835241060261092,0,0,1,0
TRV,1.0582613861639218,0.9545765672147383,1.1488459589971207,0.8637521587492107,0,0,1,1
DIS,1.0497566718871851,0.9083107707783554,1.105438634474371,0.9480569100349387,0,0,1,1
TMO,,1.091086616261722,0.9469773496154271,0.7882792861627428,0,1,0,0
TJX,1.093315099491212,0.9761643252905247,1.000473548003805,0.9374706082494111,1,0,0,1
TSCO,1.2011905874675777,1.035534932687168,1.2031720359404063,0.6754727565507241,1,0,1,0
TT,,1.0778056118835748,1.1979624168421061,0.7562171885191811,0,1,1,0
TDG,0.9057541710846009,1.1169659579448654,0.9737185043512436,1.0062301009570753,0,1,0,1
TRMB,,1.0479763343592765,1.1427258692076483,0.7208301765262917,0,0,1,0
TFC,,0.9226910595408132,1.2806352904941896,0.8242160945609162,0,0,1,0
TWTR,1.0260253970496072,0.9099220319803356,1.2631579251455571,0.845525831001892,0,0,1,1
TYL,,1.0604813582344343,0.9240394711284913,0.9674480252798021,0,0,0,1
TSN,,0.9657586032785609,1.1345707115336228,0.884343870036415,0,0,1,1
USB,1.0323016906291194,0.9977627477720888,1.2566282602161538,0.7738277902008782,0,0,1,0
UDR,1.1000661355678427,1.1025250013793895,1.1835239237203787,0.7041186535825946,1,1,1,0
ULTA,1.1644027885374584,1.028537371293555,1.1931602524809293,0.7058435467859728,1,0,1,0
UAA,,0.855560311511406,1.328239910131173,0.8386331434373265,0,0,1,1
UA,1.0688282705957035,0.9052523097137376,1.2569579492582297,0.8387622011548674,1,0,1,1
UNP,0.9331621638797738,1.0221126825250273,1.0801492992066228,0.9801358544959692,0,0,1,1
UAL,0.8198746284028536,0.891811936051072,1.2815002289943682,1.0655590055887798,0,0,1,1
UPS,,1.2421896669880412,0.9643733873205003,0.8654278057647597,0,1,0,1
URI,,0.9247453702726628,1.331157422397295,0.6998770037718426,0,0,1,0
UNH,,1.0975004062904679,1.0696741086683308,0.8026285675354303,0,1,1,0
UHS,0.9683864024088888,1.0919115486585738,1.0280818388502477,0.926005538212695,0,1,0,1
UNM,,1.0028614754619227,1.2665872777963567,0.9070978987729941,0,0,1,1
VLO,0.8450366351126236,1.079693388155733,1.3019388403396968,0.8400509029493309,0,1,1,1
VTR,,1.0590362572664478,1.1121447158768782,0.8529124846961156,0,0,1,1
VRSN,,1.1842774742576738,0.8829563445397639,0.9759564398093896,0,1,0,1
VRSK,1.1719565089311164,1.0160176849860072,0.8709903097613636,0.9706878746882419,1,0,0,1
VZ,,1.014698847220244,0.9399310467451367,1.0798370896529779,0,0,0,1
VRTX,,0.8828271469418665,0.932476740032805,1.2151353895395371,0,0,0,1
VFC,0.8633492846119217,1.02330978768956,0.9143800660836927,1.2307635603020517,0,0,0,1
VIAC,,0.41772481286657986,2.761237911863718,0.8713095381068591,0,0,1,1
VTRS,0.9402375279549451,1.0126281510767141,0.8228990135600965,1.2876252286147842,0,0,0,1
V,,1.053599168020118,1.0606765891862415,0.9355241674446871,0,0,1,1
VNO,0.8798330450112373,1.002238821836783,1.2628692480659924,0.9051658654077179,0,0,1,1
VMC,1.0410755659889888,0.9900905363719851,1.2254096199699007,0.8040515730528428,0,0,1,0
WRB,,0.9803587570373832,1.163036806041408,0.9018210356952926,0,0,1,1
GWW,0.9310706124455715,1.0937246277200168,1.0016788324500712,0.9963767580230148,0,1,0,1
WAB,,1.0231722003496861,1.0214250439932877,0.85015923787689,0,0,0,1
WBA,,1.0107174344682657,1.287258404590401,0.8180200244703378,0,0,1,0
WMT,1.056953963769468,1.0634632341393357,0.8967770111519558,0.9941141957981133,0,0,0,1
WM,1.1088289648828984,1.1474151478257733,1.0487987963652008,0.7553547178922803,1,1,0,0
WAT,,1.289477544895221,1.1002579320621277,0.6159413297270602,0,1,1,0
WEC,,1.0568366455484077,0.9550149224137736,1.0014992285694302,0,0,0,1
WFC,1.0862685522384277,1.0508048652737076,1.3770316175547952,0.633603344718594,1,0,1,0
WELL,1.0980064427825027,1.1303158055464437,1.1006334184300195,0.7489579916639333,1,1,1,0
WST,,1.3096076197364686,1.0071967720974502,0.5946295265836665,0,1,0,0
WDC,0.8235128097184498,1.0231313939059699,1.2909667003567504,0.9250691216316789,0,0,1,1
WU,,0.9461839665993671,1.1331280693481205,1.0506411167526655,0,0,1,1
WRK,,1.0140811033736892,1.1811421328074552,0.8823626689774324,0,0,1,1
WY,,0.9919914605959489,1.0323496899544171,0.9146791287851143,0,0,0,1
WHR,1.0131045030680188,0.9873398382142425,1.1484348659756924,0.8790216322289263,0,0,1,1
WMB,,1.2007168714822307,1.0366762030630903,0.8558064089477585,0,1,0,1
WLTW,,1.0560387882206541,1.056607801094392,0.9036361877411518,0,0,0,1
WYNN,0.6733439799816383,0.9237007643905629,1.1888693752020603,1.3699123210460908,0,0,1,1
XEL,,1.1026145087175419,0.9585212864789937,1.0104924440383911,0,1,0,1
XLNX,,1.0825357573651584,0.8036946914040082,0.9891403421628188,0,1,0,1
XYL,,1.0964181140270854,1.0470634554243348,0.7528257640181139,0,1,0,0
YUM,,1.0832505379158046,1.013495361136008,0.8342789084364574,0,1,0,1
ZBRA,1.1646517836059416,1.0888725299563484,1.2025295884006943,0.673723966895708,1,1,1,0
ZBH,0.9130481757146288,1.0109772609477146,1.076695693458658,1.0028109992239567,0,0,1,1
ZION,,0.9061354220446363,1.3862604577953705,0.7198135268536578,0,0,1,0
ZTS,1.0889646729668738,1.2250210208546153,0.9425549310777825,0.8124582716448749,1,1,0,0
