income_25_50,income_p75,bsba,beat0
1.0727443394755476,-1.01612129857527,-1.26060037153082,0
-0.49954395910638966,0.459647731149354,-0.38016821933738254,1
1.5401384343017255,-1.8954562027335318,-1.8094333351318153,0
-1.4088957354348717,1.52277804560299,1.1495448258481917,0
-0.09097157009167026,0.7605676676133492,0.1008926473250114,0
0.586272934656465,-0.6341151516868447,0.06640149084733032,1
-0.3389765999994378,0.5977946081687529,0.5002639328560554,0
0.9042281012048852,-1.5951369048652728,-0.9017713225612609,0
0.39867938639289713,-0.9218210390446366,0.008311122042814796,0
-0.9383220889432098,1.2855258002870653,0.21283762887537985,0
-1.3103296338048613,1.4200688457320458,0.4367275919761163,0
0.30329283642837085,0.1761463139617177,0.5873994860628284,0
-1.0464268455696726,1.0296537585033094,0.8718002500016023,0
-1.5615142153781134,1.7203881436003046,1.0127904159542283,0
0.5385796596742018,-1.3831114805702822,-0.7904314490192729,1
-0.11481820758280153,-0.20345727854376144,-0.3989265675971737,0
-0.5456474582559108,0.6836859273590749,0.3725861430877974,1
-1.7077735919903865,1.8729503469173796,0.8953994623284367,1
0.6260173304750175,-0.07371934186467384,-0.40376743166421697,0
-0.7078045931956053,0.9269445586323648,-0.6536770391253093,0
-0.909706123953852,0.43081707855400087,1.2421263511303886,0
-1.2785341171500195,0.8470596253994076,1.570699999680929,0
0.2683177681080448,-0.2737319942449341,-0.11513091166678054,0
-0.8795003831317522,0.27224848927956063,1.0339691962475412,0
-0.24041049836942738,0.5587530994458793,-0.2748794258791981,0
0.22698359645674993,-0.4160833414344886,-0.4673037725441556,0
-0.20861498171458548,0.3869704610652353,0.9135527025798477,0
-1.273764789651793,1.5792380736022225,1.6469436087368559,0
0.22698359645674993,-0.07311870326893702,0.8615134138591359,0
0.4272953513822549,-0.7542428708341482,-0.47819571669500227,0
1.565574847625599,-1.0930030388295442,-1.6611818730786247,0
-1.6791576270010289,1.729397722536352,0.6406489908003011,0
-0.8445253148114258,0.6272258993598423,1.1555959059319953,0
0.7818153620837435,-0.5428180851348938,-1.0137163041116293,0
-1.1100178788793567,0.8290404675273122,1.3008218279432844,0
-0.4979541832736479,0.2398140051097883,0.3387000946184966,0
1.629165880935283,-1.5981400978439555,-1.6569461170199622,0
-0.21497408504555374,-0.16261385403367826,0.8820870861440683,0
-0.35328458249411665,0.009769422942702144,-0.7813548288935674,0
0.036210496527697936,-0.6184985481976953,-0.13933523200199524,0
-1.2292510663350142,0.9077241235687962,1.4091361614433702,0
0.7627380520908381,-0.6857700709201852,-0.6579127951839719,0
