income_25_50,income_p75,bsba,beat0
-1.4852049754064924,1.5329889017305107,1.2893247757840567,1
1.1363353727852321,-1.4581913050373467,-1.2745178557235686,0
1.3811608510275155,-1.054562168702407,-1.0227929242373348,0
0.586272934656465,-0.8743705899814518,-1.5673901317796675,0
1.1792593202692687,-0.8101022602376443,-1.214612162893912,0
1.3064413868886369,-1.4167472419315272,-1.3065885801677282,1
-1.2785341171500195,1.3221647546269928,1.1065821572531853,1
-1.302380754641151,1.4002477720727409,1.0406253843397253,0
0.09344242650641348,0.001961121198127687,-0.6379442309074198,0
0.7738664829200328,-1.0761851581489217,-0.33720555074237624,0
-0.3071810833445959,0.22239548583342933,2.1933561403043296,0
-0.04963739844037538,-0.10555318743870934,0.45064507616886507,0
1.0632056844790954,-0.3337958538185859,0.6715094992276999,0
0.7913540170801958,-0.8425367444074162,-1.154101362055875,0
-0.20861498171458548,0.3269066014915835,-0.29666331418089137,0
0.7341220871014803,-0.748236484876783,-0.7396023763153219,1
-0.4168756158038005,0.4392260188943122,-0.544757597616843,0
-1.003502898085636,1.1077367759490564,0.6109986983896629,0
1.1776695444365264,-1.4533861962714547,-0.98225068767585,0
0.5433489871724283,-0.9734759582779771,-0.22768100122552923,0
-0.5726736474125265,0.3263059628958471,0.6031322942807179,0
1.6275761051025412,-1.2335524702318894,-0.8799874342595676,0
0.0775446681789928,-0.6803643235585567,-0.21376351703278093,0
1.0234612886605428,-1.3386642244857798,-1.499618034841066,0
1.1347455969524898,-1.2737952561462358,-1.1171897735446723,0
-1.178378239687267,0.7737817167195525,1.022472144088314,0
-0.8620128489715888,0.2734497664710334,0.658802231051712,0
0.1093401848338347,0.3130919137896438,0.6164446704650864,0
0.4495522130406444,-1.6005426522269015,-0.7855905849522299,0
-0.8445253148114258,0.8674813376544493,0.18742309252340422,0
1.5751135026220515,-1.4545874734629278,-2.2505570732411044,0
2.096559975761461,-1.5338717681001481,-1.1692290622653843,0
1.0632056844790954,-0.9944983091287553,-1.2648361275894826,0
-1.1322747405377462,1.232068965266515,0.3235723944089874,0
-1.1195565338758093,0.8812960253563891,1.4284996177115423,0
-0.32307884167201656,0.6602610221253506,0.06761170686409125,0
-0.3214890658392748,0.4332196329369473,1.1326018016135413,0
-1.6012586111966658,1.5383946490921396,2.1334504474746723,0
1.1617717861091057,-1.6539994872474517,-1.39130370134098,0
0.2810359747699813,-0.4665369834763563,-0.6548872551420702,1
0.2683177681080448,0.08665116319697647,0.0058906900092933695,0
0.3589349905743446,-0.5332078676031098,-0.6700149553515795,0
-0.8445253148114258,0.8674813376544493,1.2161067067700324,0
-0.6855477315372157,0.8074174780807977,0.36895549503751507,1
0.6466844163006646,-0.46353379049767346,-1.2811740438157526,0
-1.1275054130395197,0.8830979411435987,1.4593601261389406,0
-1.4438708037551977,1.600861063048737,0.9601460192251363,0
0.9519213761871483,-1.5062423926962683,-0.9895119837764145,0
-0.13389551757570692,0.1659354578341968,-0.5834845101531867,0
-0.4884155282771955,0.22299612442916616,0.4827158006130247,0
2.873960357972348,-1.393322336697803,-1.6133783404165756,0
1.0854625461374847,-0.8281214181097399,-0.9156888067540094,0
-1.162480481359846,1.4080560738173153,1.6396823126362912,0
-0.2245127400420067,0.2668427419179318,-0.08366529523100114,1
1.6991160175759357,-1.4149453261443177,-1.3858577292655565,0
-1.0496063972351568,0.9461649936959333,0.27939950979722056,0
0.01554341070205078,0.2470216682586268,0.4942128527722516,0
-0.1577421550668382,0.27224848927956063,-0.8225021734634326,0
2.017071184124356,-1.7152646240125764,-1.869944135969852,0
-0.5265701482630056,0.7179223273160564,0.3175213143251836,0
-0.36759256498879556,0.5070981802125388,0.7925311009037738,1
2.551235863925702,-1.1608752001477707,-1.8832565121542202,0
-1.1131974305448409,0.869283253441659,1.3970340012757625,1
0.2683177681080448,0.14671502277062823,1.2161067067700324,0
0.14272547732141896,0.14791629996210146,-0.053409894811982654,1
0.7818153620837435,-1.1284407159779988,-1.1770954663743292,0
-1.302380754641151,1.44349375096577,0.9311008348228783,0
-1.3214580646340561,1.22786449509636,1.9422363168264758,1
1.4224950226788102,-1.5296672979299926,-0.8442860617651259,1
0.7563789487598698,-1.1572713685733516,-0.685747763569469,0
0.4447828855424179,-0.49356572028449935,0.0869751631322631,1
0.4272953513822549,-0.09354041552397882,0.3084446941994781,0
-1.2658159104880826,1.2350721582451984,0.22554489705136765,0
-1.2674056863208247,1.1539859478207686,1.1223149654710753,1
0.13954592565593482,-0.33499713101005907,-0.5653312699017753,1
1.2810049735647633,-0.8485431303647815,-0.4019521076390758,0
0.4288851272149972,-0.06531040152436256,0.08152919105683956,0
0.5640160729980754,-1.05576344589388,-0.5840896181615669,0
-0.3516948066613743,0.16653609642993322,-0.6210012066727694,0
0.430474903047739,-0.2184732434371744,-0.0915316993399461,0
1.2221832677533053,-1.3548814665706659,-1.9304549368078892,0
0.8581246020553643,-0.4214890887961175,-0.005606362149933514,0
-0.8445253148114258,0.7473536185071459,0.9740635034178846,0
-0.8381662114804576,0.9779988392699689,0.062165734788667715,0
-0.4248244949675111,0.5107020117869581,-0.06188140692930786,1
0.9201258595323064,-1.3260508139753129,-1.1062978293938257,1
-0.6187771465620475,0.5593537380416157,1.778857154563776,1
-0.057586277604086,0.031392412389216744,0.2908965619564475,0
0.16339256314706613,-1.596338182056746,-1.2563646154721575,1
0.8438166195606854,-0.6629458042821973,-1.3822270812152744,0
-0.21338430921281196,-0.12297170671506831,0.8397295255574426,0
0.7929437929129383,-0.4617318747104643,-0.6210012066727694,0
-0.8270377806512628,0.2602357173648301,0.7774034006942645,0
0.8533552745571379,-0.5380129763690018,-0.7250797841141929,0
0.7452505179306751,-0.15360427509763058,0.429466295875552,0
-0.36759256498879556,0.44703432063888704,0.8530419017418107,0
0.9042281012048852,-1.3548814665706659,-0.29666331418089137,0
-1.4947436304029451,1.5438003964537685,0.41312837964928184,0
-1.431152597093261,1.5257812385816723,2.1007746150221327,1
1.2873640768957315,-0.6563387797290957,-0.2869815860468057,0
0.47657840219725983,-0.9194184846616905,-0.9677280954747212,0
0.0775446681789928,0.3154944681725898,0.3586686588950487,0
-0.36282323749056905,0.1202869245582216,-0.07458867510529567,0
-0.5949305090709159,0.8800947481649163,0.7392815961663011,1
-1.0750428105590304,1.5504074210068701,1.7836980186308187,1
2.0091223049606453,-1.1080190037229571,-1.1849618704832738,0
1.8580936008501456,-1.7753284835862282,-1.5068793309416304,0
-0.2737957908570116,0.5179096749357961,1.3474151445885727,0
-0.1211773109137698,0.0686320053248811,0.24732878535306094,0
-1.668029196171834,1.7275958067491421,1.2040045466024247,0
-0.8445253148114258,0.26564146472645855,0.6672737431690372,0
0.91535653203408,-0.5806583166662946,-0.7111622999214446,0
0.2683177681080448,-0.6941790112604964,-0.3571741150189283,1
-0.7093943690283473,0.8284398289315759,-0.3632251951027321,0
-1.2546874796588878,0.8927081586753832,1.148334609831431,1
-1.2006351013456564,1.424273315902201,-0.17745703652995867,0
1.123617166123295,-1.4053351086125334,-1.2926710959749796,0
0.9042281012048852,-1.4149453261443177,-0.3571741150189283,0
-0.6855477315372157,0.9876090568017529,0.18742309252340422,0
-0.6855477315372157,0.9876090568017529,0.3084446941994781,1
