environmental,social,governance,controversy,beat0
1.373825543229388,1.1641930727802967,0.46364132154783355,1.1629158077926613,0
0.2678836926869468,0.6498220538788402,-0.3967240174069094,0.09710702264663773,0
-0.46941087434134726,1.1641930727802967,0.893823991025205,1.1629158077926613,1
-0.8380581578554943,1.9357496011324813,1.3240066605025764,1.1629158077926613,0
-0.8380581578554943,-1.1504765122762575,-0.8269066868842808,0.09710702264663773,0
-1.0223817996125677,0.1354510349773837,-0.3967240174069094,0.09710702264663773,0
1.9267964685006085,1.1641930727802967,-0.8269066868842808,1.1629158077926613,0
-1.0223817996125677,-0.8932910028255293,-0.8269066868842808,-0.9687017624993859,1
-1.0223817996125677,-0.12173447447334454,-1.6872720258390237,0.09710702264663773,0
2.848414677285976,-0.3789199839240728,-0.3967240174069094,0.09710702264663773,0
-0.6537345160984208,-0.3789199839240728,2.614554668934691,0.09710702264663773,0
-0.8380581578554943,-0.12173447447334454,-0.3967240174069094,0.09710702264663773,0
0.08356005092987329,-2.1792185500791703,-1.2570893563616523,-0.9687017624993859,0
-0.6537345160984208,0.1354510349773837,0.46364132154783355,-0.9687017624993859,0
2.4797673937718288,-0.12173447447334454,0.893823991025205,-0.9687017624993859,1
-0.46941087434134726,-0.8932910028255293,-0.3967240174069094,-2.0345105476454095,0
1.1895019014723143,-1.4076620217269857,0.03345865207046211,-2.0345105476454095,0
0.8208546179581674,-0.8932910028255293,0.03345865207046211,-0.9687017624993859,0
-0.6537345160984208,-0.3789199839240728,1.754189329979948,0.09710702264663773,0
-1.0223817996125677,0.39263654442811197,2.1843719994573196,2.228724592938685,1
-0.10076359082720023,0.9070075633295684,0.03345865207046211,0.09710702264663773,0
0.2678836926869468,1.421378582231025,1.3240066605025764,1.1629158077926613,0
1.9267964685006085,-0.3789199839240728,-0.3967240174069094,0.09710702264663773,0
1.1895019014723143,0.9070075633295684,-0.8269066868842808,0.09710702264663773,0
2.6640910355289025,0.1354510349773837,-0.8269066868842808,0.09710702264663773,0
-1.0223817996125677,0.39263654442811197,0.893823991025205,0.09710702264663773,0
-0.6537345160984208,0.39263654442811197,3.474920007889434,0.09710702264663773,0
